checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,18.0,delay in paying off,furniture/equipment,1902.0013,no savings account,4<= <7 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,critical account,car (new),4509.4453,<100 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (new),250.0,no savings account,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,12.0,critical account,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,delay in paying off,radio/television,3187.5059,<100 DM,>=7 years,2.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,4.0,delay in paying off,furniture/equipment,2804.0962,<100 DM,4<= <7 years,4.0,none,3.0,real estate,x<25 or x>65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,critical account,business,18424.0,<100 DM,<1 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,30.0,existing credits paid back duly till now,radio/television,8015.402,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,bank,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,14.027298,existing credits paid back duly till now,furniture/equipment,748.2665,<100 DM,>=7 years,1.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,critical account,car (new),2722.1943,100 <= <500 DM,4<= <7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,business,250.0,>= 1000 DM,unemployed,2.0,none,1.8626175,real estate,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,car (new),2485.7107,<100 DM,1<= < 4 years,3.0,none,4.0,unknown / no property,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,15.0,existing credits paid back duly till now,radio/television,7575.399,100 <= <500 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,6.0,critical account,radio/television,1150.6117,<100 DM,1<= < 4 years,3.0,none,1.0,real estate,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,4.0,critical account,furniture/equipment,1970.568,<100 DM,>=7 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,72.0,critical account,radio/television,18424.0,no savings account,1<= < 4 years,4.0,none,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,critical account,car (used),10633.276,no savings account,4<= <7 years,4.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,24.0,critical account,car (used),756.2228,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,<1 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,14.419559,delay in paying off,furniture/equipment,2671.6226,<100 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,no credits taken,radio/television,1343.8538,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,car (new),2433.1353,<100 DM,1<= < 4 years,3.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,repairs,4258.1357,<100 DM,1<= < 4 years,2.0,none,2.0777845,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,1497.4506,>= 1000 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,radio/television,1340.3406,no savings account,1<= < 4 years,1.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,6.0,existing credits paid back duly till now,radio/television,1709.568,<100 DM,<1 years,3.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,18.0,all credits at this bank paid back duly,car (used),1557.9016,<100 DM,<1 years,2.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,delay in paying off,car (new),1206.7506,<100 DM,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,for free,2.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
no account,32.194942,existing credits paid back duly till now,car (new),3533.0813,no savings account,4<= <7 years,2.0,none,2.0,car or other,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,existing credits paid back duly till now,car (new),2757.9148,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,bank,own,3.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,business,1235.2554,no savings account,1<= < 4 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,car (new),753.5194,<100 DM,<1 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,bank,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,5140.708,100 <= <500 DM,>=7 years,4.0,none,3.1999857,real estate,25<=x<=65,none,own,2.4618504,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,furniture/equipment,18424.0,<100 DM,<1 years,4.0,none,3.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,car (new),18424.0,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
no account,36.0,critical account,furniture/equipment,8298.234,no savings account,1<= < 4 years,3.0,none,1.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,24.0,all credits at this bank paid back duly,radio/television,1470.4672,no savings account,4<= <7 years,2.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,30.0,existing credits paid back duly till now,car (new),3087.1296,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,radio/television,3554.6506,<100 DM,4<= <7 years,2.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,36.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,36.0,critical account,car (used),1623.9496,no savings account,>=7 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,bank,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,furniture/equipment,2110.7444,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,6.0,critical account,car (new),4711.582,no savings account,<1 years,4.0,none,3.0,unknown / no property,25<=x<=65,store,rent,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
<0 DM,18.0,critical account,furniture/equipment,287.62927,no savings account,unemployed,4.0,none,2.0,unknown / no property,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,11.95742,critical account,business,5156.7505,no savings account,4<= <7 years,4.0,none,1.0,unknown / no property,x<25 or x>65,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,car (new),2472.1667,<100 DM,1<= < 4 years,3.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,4.0,critical account,furniture/equipment,250.0,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,business,1018.0748,<100 DM,>=7 years,2.0,none,4.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,8.793926,critical account,car (new),2813.0632,100 <= <500 DM,>=7 years,3.0,none,2.0,car or other,x<25 or x>65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
<0 DM,12.0,no credits taken,car (new),1929.7085,<100 DM,4<= <7 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),7313.4614,<100 DM,1<= < 4 years,3.8486955,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,business,1395.0167,<100 DM,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,11.8819275,critical account,business,1758.179,<100 DM,>=7 years,1.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,divorced/separated,0
no account,18.532356,all credits at this bank paid back duly,car (new),2600.896,no savings account,1<= < 4 years,2.0,none,2.0,car or other,x<25 or x>65,bank,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,24.0,delay in paying off,furniture/equipment,18424.0,500 <= < 1000 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,critical account,furniture/equipment,5100.4434,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,domestic appliances,1935.8146,no savings account,<1 years,4.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,female,married/widowed,1
<0 DM,12.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,4<= <7 years,3.0,none,4.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,6330.027,100 <= <500 DM,1<= < 4 years,3.0,none,3.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,car (used),2620.6814,500 <= < 1000 DM,>=7 years,2.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,4.0,delay in paying off,radio/television,716.5274,no savings account,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,21.0,critical account,business,607.0045,<100 DM,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,>=7 years,4.0,guarantor,1.0,savings agreement/life insurance,25<=x<=65,store,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,critical account,car (new),1776.0043,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,13.1834,delay in paying off,car (used),959.5461,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,1954.1123,100 <= <500 DM,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,48.0,delay in paying off,car (new),2440.3284,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
<0 DM,24.0,all credits at this bank paid back duly,others,2540.353,<100 DM,4<= <7 years,2.0,none,1.6977682,unknown / no property,x<25 or x>65,none,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),1876.041,no savings account,1<= < 4 years,3.078002,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,6.0,all credits at this bank paid back duly,car (new),2420.7034,100 <= <500 DM,1<= < 4 years,3.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),250.0,500 <= < 1000 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,no credits taken,furniture/equipment,2694.9192,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
